CustomerID,CustomerName,City,State,Segment
C00080,Cust_2M5ZJ,Kolkata,West Bengal,Retail
C00081,Cust_SGIOT,Hyderabad,Telangana,Retail
C00082,Cust_YXR2D,Delhi,Delhi,Retail
C00083,Cust_OIXNT,Delhi,Delhi,SMB
C00084,Cust_P0LZJ,Kolkata,West Bengal,Retail
C00085,Cust_IZL08,Chennai,Tamil Nadu,Corporate
C00086,Cust_G0JV1,Mumbai,Maharashtra,SMB
C00087,Cust_KDGIG,Lucknow,Uttar Pradesh,Retail
C00088,Cust_ZEBBK,Hyderabad,Telangana,Retail
C00089,Cust_W1DAK,Mumbai,Maharashtra,Retail
C00090,Cust_PGB7R,Ahmedabad,Gujarat,Retail
C00091,Cust_OCWBF,Bengaluru,Karnataka,Retail
C00092,Cust_8DIUO,Lucknow,Uttar Pradesh,SMB
C00093,Cust_2ISQP,Lucknow,Uttar Pradesh,Retail
C00094,Cust_9KWV0,Lucknow,Uttar Pradesh,Retail
C00095,Cust_WJCIT,Delhi,Delhi,Retail
C00096,Cust_AQVKI,Mumbai,Maharashtra,Corporate
C00097,Cust_ZQY72,Chennai,Tamil Nadu,Retail
C00098,Cust_X7PTX,Lucknow,Uttar Pradesh,Retail
C00099,Cust_3CFL0,Chennai,Tamil Nadu,Retail
C00100,Cust_7PQKO,Lucknow,Uttar Pradesh,Retail
C00101,Cust_SRCBP,Chennai,Tamil Nadu,SMB
C00102,Cust_VAIY4,Kolkata,West Bengal,Corporate
C00103,Cust_89YJB,Lucknow,Uttar Pradesh,Retail
C00104,Cust_QX6GV,Mumbai,Maharashtra,Retail
C00105,Cust_8QOLD,Ahmedabad,Gujarat,Retail
C00106,Cust_LYK83,Mumbai,Maharashtra,Retail
C00107,Cust_BDJE1,Jaipur,Rajasthan,Retail
C00108,Cust_3A5QB,Jaipur,Rajasthan,Retail
C00109,Cust_N1W1H,Jaipur,Rajasthan,Retail
C00110,Cust_EK5RB,Jaipur,Rajasthan,SMB
C00111,Cust_2ZLAO,Lucknow,Uttar Pradesh,Retail
C00112,Cust_96QE3,Delhi,Delhi,SMB
C00113,Cust_7KZOR,Ahmedabad,Gujarat,Retail
C00114,Cust_ITN7S,Ahmedabad,Gujarat,Retail
C00115,Cust_5J2O7,Mumbai,Maharashtra,Corporate
C00116,Cust_JA04U,Jaipur,Rajasthan,Retail
C00117,Cust_5QRL1,Ahmedabad,Gujarat,Retail
C00118,Cust_QLGZU,Pune,Maharashtra,Retail
C00119,Cust_4OLR6,Delhi,Delhi,Retail
C00120,Cust_NX39R,Pune,Maharashtra,SMB
C00121,Cust_E8LD4,Hyderabad,Telangana,Corporate
C00122,Cust_SQ0OX,Bengaluru,Karnataka,Retail
C00123,Cust_C2JWO,Mumbai,Maharashtra,Retail
C00124,Cust_444NL,Bengaluru,Karnataka,Retail
C00125,Cust_5BCW7,Ahmedabad,Gujarat,Retail
C00126,Cust_0PDW5,Delhi,Delhi,Retail
C00127,Cust_FKBLC,Ahmedabad,Gujarat,Retail
C00128,Cust_NFTU2,Kolkata,West Bengal,Retail
C00129,Cust_GVNYR,Mumbai,Maharashtra,Retail
C00130,Cust_FQJJA,Lucknow,Uttar Pradesh,Retail
C00131,Cust_6YFPM,Ahmedabad,Gujarat,Retail
C00132,Cust_K8YQK,Lucknow,Uttar Pradesh,Retail
C00133,Cust_4DNMK,Pune,Maharashtra,SMB
C00134,Cust_A3OA5,Chennai,Tamil Nadu,Corporate
C00135,Cust_60361,Hyderabad,Telangana,Retail
C00136,Cust_VMWWY,Delhi,Delhi,Retail
C00137,Cust_W6XLP,Mumbai,Maharashtra,Corporate
C00138,Cust_NE6LO,Lucknow,Uttar Pradesh,SMB
C00139,Cust_ET8T6,Delhi,Delhi,Corporate
C00140,Cust_J3R30,Mumbai,Maharashtra,Retail
C00141,Cust_2QC1I,Kolkata,West Bengal,SMB
C00142,Cust_82N2A,Pune,Maharashtra,Retail
C00143,Cust_EN0JN,Jaipur,Rajasthan,Retail
C00144,Cust_DIA5U,Kolkata,West Bengal,SMB
C00145,Cust_HC36K,Lucknow,Uttar Pradesh,Retail
C00146,Cust_EBB9E,Pune,Maharashtra,SMB
C00147,Cust_5EQY0,Delhi,Delhi,Retail
C00148,Cust_P0FOD,Jaipur,Rajasthan,SMB
C00149,Cust_W7KYH,Ahmedabad,Gujarat,Retail
C00150,Cust_84DYT,Ahmedabad,Gujarat,SMB
C00151,Cust_CJ883,Kolkata,West Bengal,Retail
C00152,Cust_XXVA2,Bengaluru,Karnataka,Retail
C00153,Cust_92H3T,Delhi,Delhi,Retail
C00154,Cust_H5LF6,Lucknow,Uttar Pradesh,Retail
C00155,Cust_J99T2,Hyderabad,Telangana,Retail
C00156,Cust_XAA2I,Bengaluru,Karnataka,Retail
C00157,Cust_AJEPE,Kolkata,West Bengal,Retail
C00158,Cust_R2SDS,Bengaluru,Karnataka,Retail
C00159,Cust_B25SQ,Lucknow,Uttar Pradesh,Retail
C00160,Cust_CROYR,Hyderabad,Telangana,SMB
C00161,Cust_CCVCJ,Ahmedabad,Gujarat,Retail
C00162,Cust_TL9TQ,Lucknow,Uttar Pradesh,Retail
C00163,Cust_P2EX5,Lucknow,Uttar Pradesh,Retail
C00164,Cust_ZHQIM,Jaipur,Rajasthan,Retail
C00165,Cust_O0LLJ,Ahmedabad,Gujarat,Retail
C00166,Cust_YRDDP,Mumbai,Maharashtra,Retail
C00167,Cust_3UVUL,Kolkata,West Bengal,Corporate
C00168,Cust_O57P6,Bengaluru,Karnataka,Retail
C00169,Cust_8VMUH,Hyderabad,Telangana,Retail
C00170,Cust_ID4N1,Ahmedabad,Gujarat,Retail
C00171,Cust_IPU1W,Lucknow,Uttar Pradesh,Retail
C00172,Cust_A73JG,Jaipur,Rajasthan,Retail
C00173,Cust_7MGFX,Chennai,Tamil Nadu,Corporate
C00174,Cust_FWB0H,Bengaluru,Karnataka,Retail
C00175,Cust_QFLL7,Pune,Maharashtra,Retail
C00176,Cust_DBFWY,Lucknow,Uttar Pradesh,Retail
C00177,Cust_PPVOH,Chennai,Tamil Nadu,Corporate
C00178,Cust_EPKYR,Jaipur,Rajasthan,Retail
C00179,Cust_BOVAK,Chennai,Tamil Nadu,Retail
C00180,Cust_11KER,Delhi,Delhi,Retail
C00181,Cust_GNZS4,Pune,Maharashtra,Retail
C00182,Cust_C5BA7,Kolkata,West Bengal,SMB
C00183,Cust_UUZPE,Kolkata,West Bengal,Retail
C00184,Cust_8G8QY,Hyderabad,Telangana,Retail
C00185,Cust_D4IVS,Kolkata,West Bengal,SMB
C00186,Cust_50H2C,Pune,Maharashtra,Retail
C00187,Cust_TG1M8,Bengaluru,Karnataka,Retail
C00188,Cust_IFHV1,Mumbai,Maharashtra,Retail
C00189,Cust_G1R11,Bengaluru,Karnataka,Retail
C00190,Cust_Y5X9L,Ahmedabad,Gujarat,Retail
C00191,Cust_FCPKJ,Kolkata,West Bengal,Corporate
C00192,Cust_MCQBN,Hyderabad,Telangana,Retail
C00193,Cust_C54WS,Chennai,Tamil Nadu,Retail
C00194,Cust_U80B6,Ahmedabad,Gujarat,Corporate
C00195,Cust_XLRFC,Lucknow,Uttar Pradesh,Retail
C00196,Cust_349DX,Bengaluru,Karnataka,Retail
C00197,Cust_IPPSF,Hyderabad,Telangana,Retail
C00198,Cust_7N1YB,Kolkata,West Bengal,Corporate
C00199,Cust_CDYK0,Kolkata,West Bengal,Corporate
C00200,Cust_5MUFM,Lucknow,Uttar Pradesh,SMB
C00201,Cust_EZDUX,Pune,Maharashtra,Corporate
C00202,Cust_3Y30Y,Kolkata,West Bengal,Retail
C00203,Cust_DYSAL,Jaipur,Rajasthan,Retail
C00204,Cust_M1G9F,Delhi,Delhi,Corporate
C00205,Cust_4D145,Chennai,Tamil Nadu,Retail
C00206,Cust_X5WVF,Hyderabad,Telangana,Retail
C00207,Cust_313FP,Mumbai,Maharashtra,Retail
C00208,Cust_NZ8V1,Pune,Maharashtra,Retail
C00209,Cust_II826,Ahmedabad,Gujarat,SMB
C00210,Cust_N89QK,Delhi,Delhi,Retail
C00211,Cust_SPFHV,Pune,Maharashtra,Retail
C00212,Cust_BRN7Z,Chennai,Tamil Nadu,SMB
C00213,Cust_4K1J6,Jaipur,Rajasthan,Retail
C00214,Cust_3D635,Mumbai,Maharashtra,Retail
C00215,Cust_OONNC,Hyderabad,Telangana,Retail
C00216,Cust_B74X2,Delhi,Delhi,Corporate
C00217,Cust_B7R31,Mumbai,Maharashtra,Corporate
C00218,Cust_QACJ4,Ahmedabad,Gujarat,Corporate
C00219,Cust_7VP1I,Jaipur,Rajasthan,Retail
C00220,Cust_BP2QD,Bengaluru,Karnataka,Retail
C00221,Cust_VASIF,Ahmedabad,Gujarat,Corporate
C00222,Cust_AMUGY,Pune,Maharashtra,Corporate
C00223,Cust_9CSS9,Jaipur,Rajasthan,Retail
C00224,Cust_A5BNN,Jaipur,Rajasthan,Retail
C00225,Cust_MCIXD,Hyderabad,Telangana,SMB
C00226,Cust_0LBT3,Lucknow,Uttar Pradesh,Corporate
C00227,Cust_3Y9RG,Mumbai,Maharashtra,Corporate
C00228,Cust_C1QKB,Mumbai,Maharashtra,Corporate
C00229,Cust_5LLO3,Delhi,Delhi,Retail
C00230,Cust_J1GM2,Ahmedabad,Gujarat,Retail
C00231,Cust_J2POP,Kolkata,West Bengal,Retail
C00232,Cust_MGYN2,Pune,Maharashtra,Retail
C00233,Cust_20CV3,Chennai,Tamil Nadu,Retail
C00234,Cust_KDLKQ,Jaipur,Rajasthan,Retail
C00235,Cust_FPQ06,Pune,Maharashtra,Retail
C00236,Cust_9J98C,Lucknow,Uttar Pradesh,Retail
C00237,Cust_N2Y8F,Pune,Maharashtra,Retail
C00238,Cust_YPEIX,Lucknow,Uttar Pradesh,Retail
C00239,Cust_NUVY8,Kolkata,West Bengal,Retail
C00240,Cust_PCENL,Kolkata,West Bengal,Retail
C00241,Cust_IE0RN,Chennai,Tamil Nadu,Retail
C00242,Cust_E1ZHW,Jaipur,Rajasthan,SMB
C00243,Cust_HECGZ,Ahmedabad,Gujarat,Retail
C00244,Cust_389YZ,Bengaluru,Karnataka,Retail
C00245,Cust_T64Z7,Jaipur,Rajasthan,Retail
C00246,Cust_2SEHE,Mumbai,Maharashtra,Retail
C00247,Cust_ATN2T,Ahmedabad,Gujarat,Retail
C00248,Cust_5COZR,Lucknow,Uttar Pradesh,Corporate
C00249,Cust_13C9X,Pune,Maharashtra,Corporate
C00250,Cust_QSE3T,Ahmedabad,Gujarat,Retail
C00251,Cust_G8P6B,Lucknow,Uttar Pradesh,Retail
C00252,Cust_SKF7I,Bengaluru,Karnataka,SMB
C00253,Cust_64JWT,Jaipur,Rajasthan,Corporate
C00254,Cust_WWDXV,Mumbai,Maharashtra,Retail
C00255,Cust_FXZV4,Lucknow,Uttar Pradesh,Retail
C00256,Cust_B5C81,Lucknow,Uttar Pradesh,Retail
C00257,Cust_X1OXR,Chennai,Tamil Nadu,Retail
C00258,Cust_K8R2Y,Jaipur,Rajasthan,Retail
C00259,Cust_QYFOQ,Chennai,Tamil Nadu,Retail
C00260,Cust_VLZ04,Kolkata,West Bengal,Retail
C00261,Cust_ENULQ,Pune,Maharashtra,Retail
C00262,Cust_QFB85,Chennai,Tamil Nadu,Corporate
C00263,Cust_I5FLU,Pune,Maharashtra,Corporate
C00264,Cust_GF9Q5,Kolkata,West Bengal,Retail
C00265,Cust_A8S8H,Ahmedabad,Gujarat,Corporate
C00266,Cust_BKV4Y,Kolkata,West Bengal,Retail
C00267,Cust_T4P50,Chennai,Tamil Nadu,Corporate
C00268,Cust_NOUHT,Pune,Maharashtra,Retail
C00269,Cust_NQT3W,Bengaluru,Karnataka,Retail
C00270,Cust_E9O2M,Lucknow,Uttar Pradesh,Retail
C00271,Cust_1HSSB,Kolkata,West Bengal,Retail
C00272,Cust_Z2SF6,Mumbai,Maharashtra,SMB
C00273,Cust_LWF90,Mumbai,Maharashtra,Retail
C00274,Cust_VSSRU,Chennai,Tamil Nadu,Retail
C00275,Cust_3NY9V,Ahmedabad,Gujarat,Retail
C00276,Cust_VJX8U,Hyderabad,Telangana,Retail
C00277,Cust_ZVGWW,Delhi,Delhi,Retail
C00278,Cust_FYB8D,Pune,Maharashtra,Retail
C00279,Cust_PPOHS,Hyderabad,Telangana,Corporate
C00280,Cust_750CE,Lucknow,Uttar Pradesh,Corporate
C00281,Cust_U9RN8,Delhi,Delhi,SMB
C00282,Cust_6MM1Z,Ahmedabad,Gujarat,Retail
C00283,Cust_VGIUI,Chennai,Tamil Nadu,Retail
C00284,Cust_1ZYRR,Chennai,Tamil Nadu,Retail
C00285,Cust_72JEY,Jaipur,Rajasthan,Retail
C00286,Cust_6OM1F,Pune,Maharashtra,Retail
C00287,Cust_KZMPJ,Hyderabad,Telangana,SMB
C00288,Cust_H3JUJ,Ahmedabad,Gujarat,Retail
C00289,Cust_WVIYT,Bengaluru,Karnataka,SMB
C00290,Cust_BOZD1,Delhi,Delhi,Corporate
C00291,Cust_89FX5,Hyderabad,Telangana,SMB
C00292,Cust_RH8LX,Ahmedabad,Gujarat,Corporate
C00293,Cust_XI04B,Bengaluru,Karnataka,Retail
C00294,Cust_P47B4,Mumbai,Maharashtra,Retail
C00295,Cust_G05KB,Ahmedabad,Gujarat,Retail
C00296,Cust_UD9K9,Chennai,Tamil Nadu,Retail
C00297,Cust_S6ESJ,Jaipur,Rajasthan,Retail
C00298,Cust_L0XZA,Bengaluru,Karnataka,Retail
C00299,Cust_2U1G4,Kolkata,West Bengal,Retail
C00300,Cust_3SDYG,Pune,Maharashtra,SMB
C00301,Cust_R7ANQ,Mumbai,Maharashtra,SMB
C00302,Cust_8K0AX,Chennai,Tamil Nadu,Retail
C00303,Cust_CELOS,Delhi,Delhi,Retail
C00304,Cust_YW7NH,Chennai,Tamil Nadu,Retail
C00305,Cust_RQ9NZ,Mumbai,Maharashtra,Retail
C00306,Cust_1231Y,Ahmedabad,Gujarat,Corporate
C00307,Cust_5CQZC,Lucknow,Uttar Pradesh,Retail
C00308,Cust_E36HT,Lucknow,Uttar Pradesh,Retail
C00309,Cust_LSEHU,Mumbai,Maharashtra,Corporate
C00310,Cust_6QCEO,Bengaluru,Karnataka,Corporate
C00311,Cust_CQ30O,Lucknow,Uttar Pradesh,Retail
C00312,Cust_0UBMC,Hyderabad,Telangana,Retail
C00313,Cust_7C7BO,Hyderabad,Telangana,Retail
C00314,Cust_19XP9,Mumbai,Maharashtra,Retail
C00315,Cust_Q7NC8,Pune,Maharashtra,Retail
C00316,Cust_E4E9O,Jaipur,Rajasthan,Retail
C00317,Cust_0IAAK,Mumbai,Maharashtra,Retail
C00318,Cust_PNIQF,Jaipur,Rajasthan,Retail
C00319,Cust_70E3P,Delhi,Delhi,Retail
C00320,Cust_ICVQY,Hyderabad,Telangana,Corporate
C00321,Cust_IBPT1,Hyderabad,Telangana,Retail
C00322,Cust_F9I6U,Hyderabad,Telangana,Retail
C00323,Cust_VYLKF,Lucknow,Uttar Pradesh,Corporate
C00324,Cust_HKC85,Jaipur,Rajasthan,Retail
C00325,Cust_WPR97,Mumbai,Maharashtra,SMB
C00326,Cust_2LOFN,Pune,Maharashtra,Retail
C00327,Cust_R4KZ3,Jaipur,Rajasthan,Retail
C00328,Cust_U8UEI,Hyderabad,Telangana,Retail
C00329,Cust_LCQNT,Delhi,Delhi,Retail
C00330,Cust_BNVBC,Delhi,Delhi,Retail
C00331,Cust_0UR5L,Lucknow,Uttar Pradesh,Retail
C00332,Cust_HG001,Hyderabad,Telangana,Retail
C00333,Cust_ZZOIL,Delhi,Delhi,Retail
C00334,Cust_NTMJS,Chennai,Tamil Nadu,Retail
C00335,Cust_Q201L,Ahmedabad,Gujarat,Retail
C00336,Cust_NOUHF,Delhi,Delhi,Retail
C00337,Cust_TVZKH,Chennai,Tamil Nadu,Retail
C00338,Cust_N4RXY,Delhi,Delhi,Retail
C00339,Cust_1R00Q,Chennai,Tamil Nadu,Retail
C00340,Cust_GZR7T,Kolkata,West Bengal,Retail
C00341,Cust_S4C3B,Hyderabad,Telangana,Retail
C00342,Cust_O4IZA,Hyderabad,Telangana,Corporate
C00343,Cust_QCW76,Jaipur,Rajasthan,Retail
C00344,Cust_ATOAZ,Ahmedabad,Gujarat,Retail
C00345,Cust_9A3Y3,Jaipur,Rajasthan,Retail
C00346,Cust_DDFGS,Mumbai,Maharashtra,Retail
C00347,Cust_JONOU,Kolkata,West Bengal,Retail
C00348,Cust_K3C9X,Delhi,Delhi,Retail
C00349,Cust_DNTCA,Hyderabad,Telangana,Retail
C00350,Cust_C4XL9,Mumbai,Maharashtra,Retail
C00351,Cust_67I6Y,Bengaluru,Karnataka,Retail
C00352,Cust_RBC76,Lucknow,Uttar Pradesh,Retail
C00353,Cust_XG4AH,Lucknow,Uttar Pradesh,Retail
C00354,Cust_1ZOCF,Mumbai,Maharashtra,Retail
C00355,Cust_U4YTN,Delhi,Delhi,Retail
C00356,Cust_2YC0M,Mumbai,Maharashtra,Retail
C00357,Cust_P4M18,Bengaluru,Karnataka,Retail
C00358,Cust_8LW2Q,Pune,Maharashtra,Retail
C00359,Cust_M7PYX,Delhi,Delhi,Retail
C00360,Cust_1KICJ,Bengaluru,Karnataka,Corporate
C00361,Cust_ZW0LD,Pune,Maharashtra,Retail
C00362,Cust_7Q1DD,Hyderabad,Telangana,Retail
C00363,Cust_QTOAM,Pune,Maharashtra,Corporate
C00364,Cust_V25AO,Bengaluru,Karnataka,Retail
C00365,Cust_0U9IS,Bengaluru,Karnataka,Retail
C00366,Cust_GJJFG,Pune,Maharashtra,Corporate
C00367,Cust_PRCJI,Chennai,Tamil Nadu,Retail
C00368,Cust_VHDK8,Ahmedabad,Gujarat,Retail
C00369,Cust_4N5PP,Kolkata,West Bengal,Corporate
C00370,Cust_EL8HL,Lucknow,Uttar Pradesh,SMB
C00371,Cust_8KZRU,Pune,Maharashtra,Retail
C00372,Cust_LK2N7,Delhi,Delhi,Retail
C00373,Cust_VTYT8,Delhi,Delhi,Retail
C00374,Cust_7H23C,Ahmedabad,Gujarat,Retail
C00375,Cust_YFKJF,Pune,Maharashtra,Retail
C00376,Cust_2C9RO,Pune,Maharashtra,Retail
C00377,Cust_75PB8,Jaipur,Rajasthan,Retail
C00378,Cust_V6DIX,Jaipur,Rajasthan,Retail
C00379,Cust_XB9YO,Mumbai,Maharashtra,Retail
C00380,Cust_8PAJS,Kolkata,West Bengal,Retail
C00381,Cust_UYHNQ,Jaipur,Rajasthan,Corporate
C00382,Cust_YF9RK,Lucknow,Uttar Pradesh,SMB
C00383,Cust_E7FLQ,Bengaluru,Karnataka,Retail
C00384,Cust_SMDZQ,Delhi,Delhi,SMB
C00385,Cust_K3E4X,Bengaluru,Karnataka,Corporate
C00386,Cust_70STL,Mumbai,Maharashtra,Retail
C00387,Cust_8IOGX,Pune,Maharashtra,Retail
C00388,Cust_O05QP,Pune,Maharashtra,Retail
C00389,Cust_ZH13C,Hyderabad,Telangana,Retail
C00390,Cust_2TNHE,Bengaluru,Karnataka,Retail
C00391,Cust_SXVWV,Ahmedabad,Gujarat,Retail
C00392,Cust_MQGY2,Kolkata,West Bengal,Retail
C00393,Cust_VYLIE,Lucknow,Uttar Pradesh,Retail
C00394,Cust_YSPEN,Kolkata,West Bengal,Retail
C00395,Cust_RT77G,Mumbai,Maharashtra,Corporate
C00396,Cust_RFLQB,Mumbai,Maharashtra,Retail
C00397,Cust_8RHNU,Kolkata,West Bengal,SMB
C00398,Cust_ORZPG,Ahmedabad,Gujarat,Retail
C00399,Cust_B1KJT,Lucknow,Uttar Pradesh,SMB
C00400,Cust_2U1RS,Mumbai,Maharashtra,Retail
C00401,Cust_E13N3,Lucknow,Uttar Pradesh,Retail
C00402,Cust_1PHP0,Hyderabad,Telangana,Retail
C00403,Cust_K9QM3,Delhi,Delhi,Retail
C00404,Cust_5E3H0,Ahmedabad,Gujarat,Corporate
C00405,Cust_4VPW2,Kolkata,West Bengal,Retail
C00406,Cust_2UTVG,Delhi,Delhi,SMB
C00407,Cust_KJ49Y,Chennai,Tamil Nadu,Retail
C00408,Cust_E1OCJ,Bengaluru,Karnataka,Retail
C00409,Cust_ZEFLI,Mumbai,Maharashtra,Corporate
C00410,Cust_RUJOQ,Pune,Maharashtra,Retail
C00411,Cust_O0Z5Q,Bengaluru,Karnataka,Retail
C00412,Cust_LA100,Ahmedabad,Gujarat,SMB
C00413,Cust_WZ42O,Ahmedabad,Gujarat,SMB
C00414,Cust_3RLKT,Pune,Maharashtra,SMB
C00415,Cust_URMYB,Mumbai,Maharashtra,SMB
C00416,Cust_W4A7F,Bengaluru,Karnataka,Retail
C00417,Cust_A8HYE,Ahmedabad,Gujarat,Corporate
C00418,Cust_F7JXJ,Chennai,Tamil Nadu,Retail
C00419,Cust_XXBW0,Kolkata,West Bengal,SMB
C00420,Cust_PDDHC,Delhi,Delhi,Retail
C00421,Cust_IYAZ3,Lucknow,Uttar Pradesh,Retail
C00422,Cust_YRID3,Pune,Maharashtra,Retail
C00423,Cust_L5E11,Bengaluru,Karnataka,Retail
C00424,Cust_XYCUV,Mumbai,Maharashtra,Retail
C00425,Cust_P0WFO,Mumbai,Maharashtra,Corporate
C00426,Cust_4DD1V,Ahmedabad,Gujarat,Corporate
C00427,Cust_MP2IX,Pune,Maharashtra,Retail
C00428,Cust_TVV2Y,Delhi,Delhi,Corporate
C00429,Cust_HVGOX,Chennai,Tamil Nadu,Retail
C00430,Cust_RERVT,Delhi,Delhi,Retail
C00431,Cust_97E4U,Hyderabad,Telangana,Retail
C00432,Cust_TGQ9C,Kolkata,West Bengal,Corporate
C00433,Cust_CJBC2,Lucknow,Uttar Pradesh,Retail
C00434,Cust_KZ1PO,Jaipur,Rajasthan,Retail
C00435,Cust_TFDC7,Jaipur,Rajasthan,Retail
C00436,Cust_TOW4Y,Mumbai,Maharashtra,Retail
C00437,Cust_LP8II,Bengaluru,Karnataka,Retail
C00438,Cust_EWBXX,Pune,Maharashtra,Retail
C00439,Cust_EZZF8,Mumbai,Maharashtra,Retail
C00440,Cust_S3JN0,Jaipur,Rajasthan,Retail
C00441,Cust_0E6MP,Chennai,Tamil Nadu,SMB
C00442,Cust_CZUCQ,Jaipur,Rajasthan,Retail
C00443,Cust_B4GF1,Kolkata,West Bengal,Retail
C00444,Cust_YE0A4,Lucknow,Uttar Pradesh,Retail
C00445,Cust_IQNF7,Hyderabad,Telangana,Corporate
C00446,Cust_T60PL,Hyderabad,Telangana,Retail
C00447,Cust_6L3UE,Pune,Maharashtra,Corporate
C00448,Cust_G298C,Hyderabad,Telangana,Retail
C00449,Cust_51LDQ,Ahmedabad,Gujarat,Corporate
C00450,Cust_HUKWQ,Kolkata,West Bengal,Retail
C00451,Cust_8910T,Lucknow,Uttar Pradesh,Retail
C00452,Cust_F7ATW,Delhi,Delhi,Retail
